31;4034.00;10.98;948.00;big
32;1245.00;9.50;119.00;big
32;1155.00;9.50;410.00;big
33;376.00;9.95;1930.00;big
33;633.00;9.50;1954.00;big
34;1457.00;10.07;1073.00;big
34;1544.00;9.70;1006.00;big
35;1747.00;12.12;229.00;big
35;1893.00;9.75;382.00;big
36;2008.00;9.50;1986.00;big
36;2150.00;10.82;1928.00;big
37;3214.00;10.30;1689.00;big
37;3171.00;10.40;1644.00;big
38;3113.00;9.80;1587.00;big
38;3120.00;10.18;1529.00;big
39;3188.00;10.00;1583.00;big
39;3199.00;10.40;1517.00;big
40;3549.00;10.50;1661.00;big
40;3652.00;9.80;1692.00;big
41;2772.00;14.00;1357.00;big
41;2807.00;11.32;1343.00;big
42;2735.00;9.50;1437.00;big
42;2670.00;9.50;1407.00;big
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2650.00;9.50;1933.00;big
45;2877.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1363.00;9.50;1299.00;big
52;1330.00;9.50;1194.00;big
53;1606.00;9.50;1175.00;big
53;1848.00;9.50;1095.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1868.00;9.50;1583.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1863.00;9.50;1433.00;big
57;1804.00;9.50;1309.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2827.00;9.50;399.00;big
62;2748.00;9.50;627.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3317.00;11.05;1229.00;big
69;3228.00;9.50;1207.00;big
70;3599.00;9.50;1431.00;big
70;3618.00;9.50;1344.00;big
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4690.00;13.30;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;big
77;4725.00;9.50;1289.00;big
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4995.00;9.50;482.00;big
82;4959.00;9.50;401.00;big
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5019.00;9.50;739.00;big
84;5173.00;10.25;600.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5132.00;9.50;1655.00;big
87;5096.00;9.50;1464.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;901.00;9.50;1366.00;big
89;829.00;9.50;1528.00;big
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4773.00;9.50;618.00;big
93;4677.00;14.18;606.00;big
94;5127.00;9.50;921.00;big
94;5024.00;10.50;1059.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;big
100;3535.00;9.50;845.00;big
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3374.00;9.50;192.00;big
103;3411.00;9.50;283.00;big
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3571.00;14.32;1235.00;big
116;3702.00;12.07;1185.00;big
117;1496.00;10.40;1405.00;big
117;1586.00;11.43;1523.00;big
118;907.00;13.28;1658.00;big
118;919.00;10.03;1503.00;big
119;1293.00;10.50;1397.00;big
119;1186.00;13.00;1442.00;big
120;1246.00;11.80;1566.00;big
120;1101.00;13.15;1660.00;big
121;1777.00;11.60;1812.00;big
121;1560.00;10.62;1669.00;big
122;1175.00;11.20;1859.00;big
122;884.00;12.80;1799.00;big
123;1249.00;12.95;1244.00;big
123;1238.00;13.70;1184.00;big
124;1729.00;9.70;989.00;big
124;1603.00;17.00;887.00;big
125;2180.00;10.70;737.00;big
125;2068.00;11.93;527.00;big
126;2910.00;13.95;1233.00;big
126;3123.00;9.98;1165.00;big
127;3078.00;10.90;1035.00;big
127;2715.00;10.70;1038.00;big
128;3284.00;9.80;1118.00;big
128;3313.00;10.60;921.00;big
129;3292.00;13.00;1301.00;big
129;3418.00;14.43;1310.00;big
130;3296.00;10.45;1506.00;big
130;3371.00;9.80;1475.00;big
131;3334.00;10.00;1602.00;big
131;3262.00;9.80;1591.00;big
132;3313.00;10.30;1689.00;big
132;3331.00;9.82;1811.00;big
133;3442.00;9.80;1555.00;big
133;3446.00;9.80;1643.00;big
134;3543.00;10.95;1341.00;big
134;3488.00;13.70;1374.00;big
135;3439.00;9.73;1437.00;big
135;3508.00;9.80;1448.00;big
136;3954.00;10.90;1480.00;big
136;3770.00;9.70;1402.00;big
137;3564.00;9.60;1493.00;big
137;3615.00;10.53;1572.00;big
138;3721.00;12.43;1664.00;big
138;3731.00;10.62;1578.00;big
139;3122.00;12.00;218.00;big
139;3262.00;13.05;254.00;big
140;2693.00;11.00;833.00;big
140;2938.00;10.73;790.00;big
141;4167.00;10.30;1045.00;big
141;4239.00;10.38;1057.00;big
142;4464.00;9.82;855.00;big
142;4410.00;9.90;943.00;big
143;4617.00;9.70;1280.00;big
143;4642.00;13.07;1362.00;big
144;4480.00;12.93;1201.00;big
144;4460.00;13.03;1304.00;big
145;4051.00;12.62;1302.00;big
145;4189.00;13.65;1384.00;big
146;4012.00;21.05;1219.00;big
146;4159.00;23.27;1138.00;big
147;3989.00;10.32;1822.00;big
147;4343.00;12.05;1950.00;big
148;4931.00;10.45;1469.00;big
148;4841.00;10.70;1579.00;big
149;4899.00;10.15;1773.00;big
149;4497.00;10.73;1635.00;big
150;3447.00;9.90;1745.00;big
150;3654.00;9.90;1829.00;big
151;4232.00;10.50;1697.00;big
151;4105.00;10.62;1624.00;big
152;4314.00;16.30;1479.00;big
152;4518.00;12.55;1442.00;big
153;3948.00;9.80;1029.00;big
153;4047.00;10.43;1065.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.10;1283.00;big
155;4822.00;11.30;1426.00;big
155;4730.00;10.25;1381.00;big
156;4928.00;9.50;180.00;big
156;4679.00;10.32;218.00;big
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4525.00;12.10;534.00;big
158;4698.00;10.38;511.00;big
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4699.00;10.50;903.00;big
160;4748.00;10.78;777.00;big
161;2545.00;13.15;1895.00;big
161;2466.00;9.80;1899.00;big
162;3789.00;11.00;1183.00;big
162;3855.00;17.58;1223.00;big
163;1866.00;10.65;659.00;big
163;1891.00;9.98;912.00;big
164;4610.00;9.70;1191.00;big
164;4651.00;11.15;1112.00;big
165;4452.00;13.25;1079.00;big
165;4546.00;10.00;1036.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4970.00;12.53;576.00;big
167;5093.00;10.75;526.00;big
168;3015.00;9.50;1412.00;big
168;3093.00;9.50;1316.00;big
169;3020.00;9.50;1317.00;big
169;2948.00;10.18;1342.00;big
170;1601.00;9.50;1312.00;big
170;1463.00;9.50;1295.00;big
171;387.00;9.50;1901.00;big
171;717.00;9.50;1837.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2883.00;9.50;1720.00;big
173;2901.00;9.50;1649.00;big
174;2955.00;9.50;1921.00;big
174;2882.00;9.50;1747.00;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
179;329.00;9.50;445.00;big
179;461.00;11.62;366.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3544.00;10.28;389.00;big
181;3510.00;11.90;308.00;big
182;2731.00;15.00;1212.00;big
182;2682.00;14.23;1159.00;big
183;3263.00;12.12;689.00;big
183;3139.00;10.70;835.00;big
184;3156.00;12.85;450.00;big
184;3059.00;11.12;582.00;big
185;3371.00;11.70;448.00;big
185;3291.00;12.25;573.00;big
186;4784.00;13.80;1327.00;big
186;4804.00;12.10;1260.00;big
187;4435.00;9.70;596.00;big
187;4377.00;9.90;660.00;big
188;4359.00;11.05;781.00;big
188;4400.00;10.07;704.00;big
189;4308.00;11.65;1025.00;big
189;4305.00;10.62;933.00;big
190;3934.00;9.90;1175.00;big
190;3861.00;11.28;1093.00;big
191;3187.00;11.55;1983.00;big
191;3048.00;9.50;1916.00;big
192;3047.00;11.40;1793.00;big
192;3107.00;11.45;1887.00;big
193;4797.00;11.40;397.00;big
193;4887.00;10.20;433.00;big
194;5081.00;10.05;131.00;big
194;5078.00;10.30;308.00;big
195;4758.00;10.60;281.00;big
195;4930.00;10.00;279.00;big
196;3435.00;13.55;1067.00;big
196;3612.00;10.00;982.00;big
197;1657.00;10.80;1605.00;big
197;1757.00;9.90;1667.00;big
198;1413.00;10.23;1470.00;big
198;1434.00;10.10;1578.00;big
199;1054.00;16.02;1461.00;big
199;1012.00;15.45;1562.00;big
200;4382.00;19.50;1189.00;big
200;4307.00;21.15;1226.00;big
201;1635.00;10.12;718.00;big
201;1739.00;20.60;572.00;big
202;3216.00;9.50;1285.00;big
202;3188.00;10.25;1236.00;big
203;3721.00;9.50;1049.00;big
203;3609.00;9.50;1085.00;big
204;1007.00;13.10;1383.00;big
204;1174.00;13.55;1314.00;big
205;1400.00;9.93;1141.00;big
205;1321.00;10.07;1137.00;big
206;3047.00;9.50;1626.00;big
206;3111.00;9.50;1646.00;big
207;2962.00;9.50;1693.00;big
207;2976.00;9.50;1626.00;big
208;2788.00;9.70;1462.00;big
208;2807.00;10.00;1500.00;big
209;2728.00;12.10;1355.00;big
209;2684.00;14.00;1354.00;big
210;2703.00;11.15;1292.00;big
210;2758.00;11.93;1291.00;big
